"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR8730365"	"1"	"PRJNA527126"	"SAMN11128287"	"Transcription start site profiling of HSV-1 infected cells using cRNA-seq and dRNA-seq"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. Sequencing libraries were prepared using the cRNA-seq and dRNA-seq protocol from the indicated time points of infection.Overall design: HFF were infected with HSV-1 strain 17. Transcription start sites were enriched using the cRNA-seq and dRNA-seq protocol on total cellular RNA. Two independent biological replicates were analysed."	"PubMed:32341360"	"SRS4490086"	"OTHER"	"GEO"	"SRX5523349"	"GSM3671401"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"245822"	"405"	"8406017"	"35"	"4658047"	"68"	"167011226"	"Illumina HiSeq 2000"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP188458"	"2020-04-10T00:00:00"	"713"	"49"	"1134"	""	""	"0"	""	""	""	""
"SRR27022086"	"1"	"PRJNA1047640"	"SAMN38572607"	"Heterogenous silencing by H3K27me2 in HSV-1 lytic infection"	"Human foreskin fibroblasts (HFFs) infected with strain 17 HSV-1 at an MOI 3 PFU/cell for 2 or 4 hours before CUT&amp;RUN assays for IgG, H3K27me2 or H3K27me3. Cells were either pre-treated with GSK-J4 and treated throughout infection, or untreated controls."	""	"SRS19706612"	"OTHER"	"UNIVERSITY OF VIRGINIA"	"SRX22714492"	"4hGSKJ4K27me3_A"	"Human alphaherpesvirus 1"	"-78.47777"	"38.03219"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-78.47777"", ""38.03219""]}"	""	""	""	""	""	""	""	""	"258"	"2183563"	"10565"	"324953518"	"104"	"12531047"	"2997"	"870482748"	"Illumina NovaSeq 6000"	"PAIRED"	"ChIP"	"GENOMIC"	"D32"	"ILLUMINA"	"SRP475378"	"2023-12-08T00:00:00"	"1125"	"300"	"3685"	"Viral"	""	"18"	"0.93"	"1"	"0.55"	"1"
"SRR24186833"	"1"	"PRJNA955802"	"SAMN34192044"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329703"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984171"	"p14_HeLa1.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_sam"": [34.80863, 32.08413], ""geo_loc_name_country_calc"": [""35.21873"", ""31.78003""]}"	""	""	""	""	""	""	""	""	"157"	"580907"	"12069"	"55823342"	"81"	"5629625"	"4969"	"344461997"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p14_HeLa1.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"728"	"289"	"1795"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR11839369"	"1"	"PRJNA626602"	"SAMN14644312"	"Multi-omics analyses of plant-microbe interaction in maize"	"RNA-sequencing and metagenomic sequencing (16S, ITS and shotgun metagenome analyses) data of maize genotypes and mutants along root developmental zones in the field."	""	"SRS6703266"	"RNA-Seq"	"UNIVERSITY OF BONN"	"SRX8389857"	"LH51-Z2-1"	"Zea mays"	"119.29688"	"26.07877"	"geo_loc_name"	"{""geo_loc_name_sam"": [119.29688, 26.07877], ""geo_loc_name_country_calc"": [""116.38765"", ""39.90657""]}"	""	""	""	""	"root"	"tissue"	"crown root zone 2"	"BTO_0001188"	"367"	"335680"	"8764"	"56661770"	"41"	"7071853"	"1852"	"321263020"	"Illumina NovaSeq 6000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"LH51-Z2-1"	"ILLUMINA"	"SRP263360"	"2021-02-02T00:00:00"	"1851"	"300"	"5969"	"Plant"	""	"1"	"1"	"1"	"1"	"1"
"SRR24186832"	"1"	"PRJNA955802"	"SAMN34192045"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329705"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984172"	"p14_HeLa2.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"158"	"625812"	"30193"	"65456484"	"89"	"5392447"	"2562"	"343183727"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p14_HeLa2.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"589"	"289"	"1516"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"ERR2182869"	"1"	"PRJEB23238"	"SAMEA104360598"	"A unique spliced varicella-zoster virus latency transcript represses expression of the viral transactivator gene 61"	"During primary infection, neurotropic alphaherpesviruses (αHVs) gain access to neurons in sensory and cranial ganglia establishing lifelong latent infection from which they can later reactivate to cause debilitating disease. For most αHVs, including the best-studied herpes simplex type 1 ( HSV-1), viral latency is characterized by expression of a single or restricted set of transcripts that map antisense to the open reading frame (ORF) homologous to the major HSV immediate early viral transactivator, ICP0. These latency transcripts, either directly or through encoded miRNAs or proteins, repress expression of the ICP0 orthologues. The exception is varicella-zoster virus (VZV), an αHV which infects over 90% of adults and for which neither a canonical latency transcript1, nor a putative mechanism for repressing lytic transcription during latency have been identified. Here, we describe the discovery and functional characterization of a VZV latency transcript (VLT), that maps antisense to VZV ORF 61 (the VZV ICP0 homologue9,10), and which is consistently expressed in neurons of latently infected human trigeminal ganglia (TG). VLT encodes a protein with late kinetics during lytic VZV infection in vitro and in zoster skin lesions. Whereas multiple alternatively spliced VLT isoforms are expressed during lytic VZV infection, a single unique VLT isoform that specifically suppresses ORF61 gene expression predominates in latently VZV-infected human TG. The discovery of VLT directly unifies the latent VZV transcription program with those of better-characterized αHVs, removing longstanding barriers to understanding VZV latency and paving the way for research into the development of vaccines that do not establish latency or reactivate, and drugs that eradicate latent VZV."	"PMC:5862956"	"ERS1985576"	"RNA-Seq"	"UNIVERSITY COLLEGE LONDON"	"ERX2239036"	"SAMEA104360598"	"Homo sapiens"	"-0.13466"	"51.52462"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"33"	"41533"	"413"	"1492761"	"34"	"1821662"	"117"	"62551482"	"NextSeq 550"	"PAIRED"	"unspecified"	"TRANSCRIPTOMIC"	"unspecified"	"ILLUMINA"	"ERP104977"	"2017-12-28T00:00:00"	"2271"	"68"	"5418"	""	""	"5"	"0.96"	"1"	"0.84"	"0.97"
"SRR5765665"	"1"	"PRJNA392299"	"SAMN07290466"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322710"	"ATAC-seq"	"GEO"	"SRX2965236"	"GSM2688940"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"161"	"258344"	"2605"	"17563620"	"49"	"5875022"	"1104"	"281861670"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"743"	"136"	"1610"	""	""	"0"	""	""	""	""
"SRR24186806"	"1"	"PRJNA955802"	"SAMN34192077"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329731"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984198"	"p21_U2OS2.6"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name_sam"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"36"	"91242"	"23717"	"3999831"	"35"	"1738726"	"2043"	"68139413"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p21_U2OS2.6"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"829"	"289"	"2087"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR1523667"	"1"	"PRJNA256013"	"SAMN02935363"	"Wide-spread disruption of transcription termination in HSV-1 infection:  Next generation sequencing of total and newly transcribed (4sU-RNA) RNA"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013.Overall design: Newly transcribed RNA was labelled in one hour intervals during the first eight hours of HSV-1 infection. All nine 4sU-RNA samples as well as total cellular RNA of every second hour of infection were sent for sequencing. Two independent biological replicates were analysed."	"PubMed:28135292,25989971,29579120"	"SRS665438"	"RNA-Seq"	"GEO"	"SRX660439"	"GSM1444180"	"Homo sapiens"	""	""	""	""	""	""	""	""	"foreskin"	"tissue"	"foreskin"	"BTO_0001113"	"269"	"564315"	"9281"	"72941087"	"46"	"8856876"	"1344"	"430440188"	"Illumina HiSeq 2500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP044766"	"2015-05-26T00:00:00"	"3267"	"202"	"5196"	""	""	"0"	""	""	""	""
"SRR6488839"	"1"	"PRJNA431015"	"SAMN08382081"	"Investigation of molecular mechanism of severe viral infections in humans"	"It’s intriguing that many common viruses infect the general human population, however only a few of them develop severe diseases. We aim to search for human gene mutations which could eventually explain their diseases. We also aim to understand the underlying molecular mechanisms."	""	"SRS2848296"	"RNA-Seq"	"ROCKEFELLER UNIVERSITY"	"SRX3578729"	"TLR3 E"	"Homo sapiens"	""	""	""	""	""	""	""	""	"skin"	"tissue"	"skin"	"BTO_0001253"	""	""	""	""	"35"	"38473579"	"1888"	"1611959808"	"NextSeq 500"	"PAIRED"	"RANDOM"	"TRANSCRIPTOMIC"	"TLR3E_RNAseq"	"ILLUMINA"	"SRP130621"	"2018-02-28T00:00:00"	"9748"	"302"	"23810"	"Human"	""	"0"	""	""	""	""
"SRR7963510"	"1"	"PRJNA494671"	"SAMN10176384"	"Genome wide RNA-seq of wild-type and Safa-/- BMDMs upon HSV-1 infection."	"SAFA deficiency affects various gene expression upon HSV-1 infection.Overall design: Wild-type and Safa-/- BMDMs (bone-marrow-derived macrophages cells) were infected with HSV-1 (herpes simplex virus type 1) for 6 hours. Genome wide RNA-Seq screen was performed to detect differential gene expression."	""	"SRS3876225"	"RNA-Seq"	"GEO"	"SRX4797149"	"GSM3416540"	"Mus musculus"	""	""	""	""	""	""	""	""	""	""	""	""	"542"	"324474"	"9865"	"57398026"	"45"	"5982278"	"3835"	"287045256"	"Illumina HiSeq 2000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP163418"	"2018-10-08T00:00:00"	"3012"	"300"	"7683"	""	""	"0"	""	""	""	""
"SRR8889152"	"1"	"PRJNA532584"	"SAMN11404314"	"Total and newly transcribed (4sU-RNA) RNA of primary human fibroblasts infected with the vhs-null mutant of HSV-1"	"Primary human foreskin fibroblasts (HFF) were infected with vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013.Overall design: Primary human foreskin fibroblasts (HFF) were infected with the vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013 and Rutkowski et al. 2015."	"PubMed:33148793"	"SRS4616925"	"RNA-Seq"	"GEO"	"SRX5674866"	"GSM3720769"	"Homo sapiens"	""	""	""	""	"infection with"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"377"	"493404"	"8792"	"64592466"	"51"	"7153368"	"2370"	"361333375"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP192356"	"2020-10-26T00:00:00"	"2799"	"150"	"7575"	""	""	"0"	""	""	""	""
"SRR24186813"	"1"	"PRJNA955802"	"SAMN34192062"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329724"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984191"	"p21_HeLa1.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"151"	"80349"	"13467"	"5891053"	"83"	"1218649"	"1432"	"75564644"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p21_HeLa1.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"166"	"280"	"423"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR24186797"	"1"	"PRJNA955802"	"SAMN34191990"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329742"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984207"	"p18_HFF2.2"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name_sam"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"156"	"2159613"	"2354"	"148571233"	"67"	"11824076"	"819"	"679232181"	"Illumina HiSeq 2500"	"PAIRED"	"size fractionation"	"GENOMIC"	"p18_HFF2.2"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"1792"	"244"	"4586"	"Viral"	"2020-07-01"	"104"	"1"	"1"	"1"	"1"
"SRR24186756"	"1"	"PRJNA955802"	"SAMN34192020"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329780"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984248"	"p4-HFF2.3"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_sam"": [34.80863, 32.08413], ""geo_loc_name_country_calc"": [""35.21873"", ""31.78003""]}"	""	""	""	""	""	""	""	""	"63"	"444477"	"3700"	"25288396"	"70"	"4993840"	"1196"	"289531819"	"Illumina HiSeq 2500"	"PAIRED"	"size fractionation"	"GENOMIC"	"p4-HFF2.3"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"481"	"200"	"1351"	"Viral"	"2021-01-01"	"104"	"1"	"1"	"1"	"1"
